"stop_id","stop_name","stop_lat","stop_lon"
"BS_1100_111901130","숭실고등학교입구","37.592340000","126.906110000"
"BS_1100_111901131","경남아너스빌.서북병원","37.604840000","126.905510000"
"BS_1100_111901132","힐스테이트상가","37.592740000","126.923650000"
"BS_1100_111901133","서부중앙교회","37.589100000","126.922300000"
"BS_1100_111901134","응암초등학교","37.589380000","126.921240000"
"BS_1100_111901135","성암문구사거리","37.589700000","126.920040000"
"BS_1100_111901138","응암감리교회대림시장앞","37.589170000","126.918170000"
"BS_1100_111901139","응암동성당","37.589040000","126.919530000"
"BS_1100_111901140","성암문구사거리","37.589570000","126.920010000"
"BS_1100_111901141","응암초등학교","37.589240000","126.921260000"
"BS_1100_111901142","백련산힐스테이트2차앞","37.589110000","126.922750000"
"BS_1100_111901143","백련산힐스테이트2차상가앞","37.591920000","126.923110000"
"BS_1100_111901144","은평세무서음식문화거리","37.602040000","126.925140000"
"BS_1100_111901145","은평여성인력개발센터","37.607210000","126.932240000"
"BS_1100_111901146","대조시장.NC백화점","37.609520000","126.927840000"
"BS_1100_111901147","증산역(증산2교)","37.583730000","126.911200000"
"BS_1100_111901148","해담는다리앞","37.582270000","126.909490000"
"BS_1100_111901149","파크자이105동앞","37.591900000","126.922790000"
"BS_1100_111901150","상암고등학교","37.580680000","126.883670000"
"BS_1100_111901151","월드컵파크6단지상가","37.579810000","126.885660000"
"BS_1100_111901152","브라운스톤빌앞","37.590540000","126.912460000"
"BS_1100_112000001","북가좌동삼거리","37.575450000","126.904530000"
"BS_1100_112000002","북가좌동삼거리","37.575140000","126.905140000"
"BS_1100_112000003","DMC래미안e.편한세상요진아파트","37.571680000","126.909610000"
"BS_1100_112000004","DMC래미안e.편한세상요진아파트","37.571580000","126.910310000"
"BS_1100_112000005","모래내시장.가좌역","37.569080000","126.915060000"
"BS_1100_112000006","모래내시장.가좌역","37.569860000","126.913790000"
"BS_1100_112000007","사천교","37.567520000","126.918140000"
"BS_1100_112000008","연희104고지앞.구성산회관","37.566240000","126.925070000"
"BS_1100_112000009","연희104고지앞.구성산회관","37.566360000","126.925790000"
"BS_1100_112000010","서대문우체국","37.561770000","126.932040000"
"BS_1100_112000011","서대문우체국","37.562530000","126.931460000"
"BS_1100_112000012","연세대앞","37.559940000","126.935700000"
"BS_1100_112000013","연세대앞","37.560160000","126.935500000"
"BS_1100_112000014","세브란스병원앞","37.559970000","126.938450000"
"BS_1100_112000015","세브란스병원앞","37.560130000","126.938920000"
"BS_1100_112000016","이대후문","37.562600000","126.943300000"
"BS_1100_112000017","이대후문","37.563060000","126.943650000"
"BS_1100_112000024","모래내시장.가좌역","37.569870000","126.914060000"
"BS_1100_112000026","사천교","37.568080000","126.917590000"
"BS_1100_112000027","연희104고지앞.구성산회관","37.566170000","126.923980000"
"BS_1100_112000028","연희104고지앞.구성산회관","37.566550000","126.925000000"
"BS_1100_112000029","서대문우체국","37.563110000","126.930380000"
"BS_1100_112000030","서대문우체국","37.563000000","126.931160000"
"BS_1100_112000031","연세대학교앞","37.559700000","126.935120000"
"BS_1100_112000032","연대앞","37.560330000","126.935190000"
"BS_1100_112000033","세브란스병원","37.559870000","126.937840000"
"BS_1100_112000034","세브란스병원","37.560240000","126.939110000"
"BS_1100_112000035","이대부중","37.562220000","126.942990000"
"BS_1100_112000036","이대부중","37.563640000","126.944160000"
"BS_1100_112000037","이대부고","37.565370000","126.946430000"
"BS_1100_112000038","이대부고","37.566320000","126.946480000"
"BS_1100_112000039","홍은동동부센트레빌","37.596600000","126.938770000"
"BS_1100_112000040","산골고개","37.595070000","126.940570000"
"BS_1100_112000041","홍은사거리.북한산더샵아파트앞","37.592150000","126.941330000"
"BS_1100_112000042","홍제우체국","37.586900000","126.946050000"
"BS_1100_112000050","영천시장","37.570300000","126.961940000"
"BS_1100_112000051","금화초등학교.서울시교육청","37.567900000","126.964330000"
"BS_1100_112000054","충정로역2호선","37.559610000","126.964030000"
"BS_1100_112000057","이대역","37.556980000","126.946900000"
"BS_1100_112000058","신촌기차역입구","37.556810000","126.943840000"
"BS_1100_112000059","신촌역2호선","37.556240000","126.940030000"
"BS_1100_112000061","동교동삼거리연희동방면","37.558660000","126.927500000"
"BS_1100_112000062","연세로.명물거리","37.557930000","126.937020000"
"BS_1100_112000063","연세로.스타광장","37.556640000","126.936760000"
"BS_1100_112000064","연희동대우아파트","37.562620000","126.927960000"
"BS_1100_112000065","연희교차로","37.565700000","126.930160000"
"BS_1100_112000066","연희교차로","37.566170000","126.930230000"
"BS_1100_112000067","연희3거리","37.567870000","126.931920000"
"BS_1100_112000068","연희3거리","37.568080000","126.931760000"
"BS_1100_112000069","한성화교중고교.서대문소방서","37.572300000","126.935410000"
"BS_1100_112000070","한성화교중고교.서대문소방서","37.572480000","126.935210000"
"BS_1100_112000071","서대문자연사박물관입구","37.575050000","126.935500000"
"BS_1100_112000072","서대문자연사박물관입구","37.575180000","126.935140000"
"BS_1100_112000073","서대문구청.보건소.구의회","37.578240000","126.936070000"
"BS_1100_112000074","서대문구청.서대문구의회","37.578620000","126.935840000"
"BS_1100_112000075","동신병원","37.581100000","126.935980000"
"BS_1100_112000076","서대문구보건소별관","37.582560000","126.936370000"
"BS_1100_112000077","정원여중","37.586250000","126.934990000"
"BS_1100_112000078","정원여중.스위스그랜드호텔","37.587430000","126.935100000"
"BS_1100_112000079","홍은현대아파트.스위스그랜드호텔","37.588350000","126.936340000"
"BS_1100_112000080","홍은현대아파트","37.590220000","126.938730000"
"BS_1100_112000081","유진상가","37.591850000","126.942920000"
"BS_1100_112000082","유진상가","37.592190000","126.943260000"
"BS_1100_112000083","문화촌현대아파트","37.592220000","126.946660000"
"BS_1100_112000084","문화촌현대아파트","37.592820000","126.947060000"
"BS_1100_112000085","서울여자간호대학교.홍은초등학교","37.596110000","126.949220000"
"BS_1100_112000086","서울여자간호대학교.홍은초등학교","37.595640000","126.948710000"
"BS_1100_112000087","유원하나아파트","37.595880000","126.952680000"
"BS_1100_112000088","유원하나아파트","37.595760000","126.952130000"
"BS_1100_112000089","홍지문.옥천암","37.596570000","126.956590000"
"BS_1100_112000090","홍지문","37.596910000","126.956260000"
"BS_1100_112000091","북가좌2동주민센터","37.579830000","126.911480000"
"BS_1100_112000092","북가좌2동주민센터","37.580300000","126.911460000"
"BS_1100_112000093","KT가좌지사","37.581850000","126.913050000"
"BS_1100_112000094","KT가좌지사","37.582820000","126.913300000"
"BS_1100_112000095","동도하이츠아파트","37.584680000","126.915020000"
"BS_1100_112000096","동도하이츠아파트","37.584900000","126.914770000"
"BS_1100_112000097","DMC.파크뷰자이","37.573780000","126.916110000"
"BS_1100_112000098","삼성래미안2차아파트","37.571250000","126.913810000"
"BS_1100_112000099","모래내삼거리","37.570870000","126.913170000"
"BS_1100_112000100","DMC래미안e.편한세상2.4단지","37.576740000","126.910990000"
"BS_1100_112000101","모래내우체국.증가교회","37.576320000","126.911830000"
"BS_1100_112000102","북가좌삼호.DMC아이파크아파트","37.575270000","126.913310000"
"BS_1100_112000103","북가좌삼호.DMC아이파크아파트","37.575530000","126.913060000"
"BS_1100_112000105","DMC센트레빌아파트","37.575310000","126.915770000"
"BS_1100_112000106","DMC파크뷰자이.별동상가","37.575070000","126.916310000"
"BS_1100_112000107","래미안루센티아.DMC쌍용","37.575380000","126.918150000"
"BS_1100_112000108","명지대사거리","37.577070000","126.920650000"
"BS_1100_112000109","DMC에코자이아파트","37.576430000","126.919560000"
"BS_1100_112000110","DMC센트럴아이파크아파트","37.578150000","126.921710000"
"BS_1100_112000111","명지대","37.579140000","126.923550000"
"BS_1100_112000112","명지대","37.579910000","126.924390000"
"BS_1100_112000113","명지대삼거리","37.580820000","126.926000000"
"BS_1100_112000114","명지대삼거리","37.581270000","126.926360000"
"BS_1100_112000115","고은초등학교.홍제센트럴아이파크","37.585230000","126.944700000"
"BS_1100_112000116","신연중학교서대문도서관","37.583960000","126.940830000"
"BS_1100_112000117","백련교","37.582900000","126.937550000"
"BS_1100_112000118","서대문문화체육회관입구","37.581410000","126.935390000"
"BS_1100_112000119","홍연2교두산아파트앞","37.578420000","126.930880000"
"BS_1100_112000120","홍남교","37.576640000","126.927500000"
"BS_1100_112000121","연가교","37.572560000","126.922180000"
"BS_1100_112000122","연희파크푸르지오앞","37.575750000","126.928080000"
"BS_1100_112000123","홍연시장","37.577030000","126.930570000"
"BS_1100_112000124","연희홍연아파트","37.578000000","126.932350000"
"BS_1100_112000125","서대문구청","37.579050000","126.934870000"
"BS_1100_112000126","남가좌현대아파트","37.574920000","126.921860000"
"BS_1100_112000127","신촌기차역","37.558650000","126.942530000"
"BS_1100_112000128","신촌기차역","37.558150000","126.942930000"
"BS_1100_112000129","증산교앞","37.578040000","126.904800000"
"BS_1100_112000130","연희지하차도","37.577090000","126.932670000"
"BS_1100_112000131","연희지하차도","37.577540000","126.932060000"
"BS_1100_112000132","홍연2교현대교통종점","37.578300000","126.929880000"
"BS_1100_112000133","홍연2교현대교통종점","37.578520000","126.930040000"
"BS_1100_112000134","명지대입구.서울무용센터","37.580910000","126.927250000"
"BS_1100_112000135","명지중고등학교","37.582670000","126.925560000"
"BS_1100_112000136","명지중고등학교","37.582790000","126.925790000"
"BS_1100_112000137","명지전문대.충암중고등학교","37.584810000","126.923440000"
"BS_1100_112000138","명지전문대.충암중고등학교","37.584510000","126.924080000"
"BS_1100_112000139","연희동자치회관","37.569660000","126.931090000"
"BS_1100_112000140","연희동자치회관","37.569750000","126.931300000"
"BS_1100_112000141","서대문구보훈회관","37.571700000","126.929360000"
"BS_1100_112000142","서대문구보훈회관","37.571830000","126.929540000"
"BS_1100_112000143","홍남교.서대문두바퀴환경센터","37.574810000","126.926780000"
"BS_1100_112000144","홍남교.서대문두바퀴환경센터","37.574690000","126.927160000"
"BS_1100_112000145","백련시장","37.576650000","126.924930000"
"BS_1100_112000146","백련시장","37.576960000","126.924840000"
"BS_1100_112000147","명지대사거리.우리은행","37.577410000","126.922690000"
"BS_1100_112000148","명지대사거리국민은행앞","37.577550000","126.922570000"
"BS_1100_112000149","연가초교.DMC래미안클라시스","37.579120000","126.917290000"
"BS_1100_112000150","연가초.연희중.래미안클라시스","37.578880000","126.918160000"
"BS_1100_112000151","북가좌사거리","37.581260000","126.914570000"
"BS_1100_112000152","북가좌사거리","37.581840000","126.914140000"
"BS_1100_112000153","북가좌119안전센터","37.582790000","126.912510000"
"BS_1100_112000154","북가좌119안전센터","37.583150000","126.912400000"
"BS_1100_112000155","충정로역5호선","37.561710000","126.964020000"
"BS_1100_112000157","미동초등학교","37.563160000","126.964450000"
"BS_1100_112000158","DMC한양아파트","37.576290000","126.908340000"
"BS_1100_112000159","북가좌초교·DMC현대아파트","37.576790000","126.908440000"
"BS_1100_112000167","독립문역","37.575510000","126.956290000"
"BS_1100_112000169","서대문경찰서","37.563410000","126.968400000"
"BS_1100_112000170","충정로역2호선","37.559720000","126.964210000"
"BS_1100_112000173","연가교","37.572520000","126.921790000"
"BS_1100_112000175","명지대입구.신원지벤스타","37.580560000","126.928040000"
"BS_1100_112000176","현대백화점","37.556670000","126.933000000"
"BS_1100_112000177","서대문종합사회복지관","37.571260000","126.920020000"
"BS_1100_112000178","서대문종합사회복지관","37.570960000","126.920140000"
"BS_1100_112000179","홍남교백련시장입구","37.575290000","126.925180000"
"BS_1100_112000180","북가좌초교사거리","37.578730000","126.910250000"
"BS_1100_112000181","북가좌초교사거리","37.578370000","126.910330000"
"BS_1100_112000182","은가어린이공원구150번종점","37.582930000","126.919620000"
"BS_1100_112000183","증산교앞","37.578410000","126.904900000"
"BS_1100_112000184","DMC두산위브아파트","37.580560000","126.915320000"
"BS_1100_112000185","DMC두산위브아파트","37.580410000","126.915850000"
"BS_1100_112000187","독립문공원.극동아파트","37.571850000","126.959320000"
"BS_1100_112000195","봉원동사거리","37.566860000","126.946480000"
"BS_1100_112000196","봉원사","37.569730000","126.945910000"
"BS_1100_112000197","봉원사","37.569770000","126.946120000"
"BS_1100_112000198","봉원동사거리","37.566800000","126.946700000"
"BS_1100_112000199","삼호아파트","37.571640000","126.959900000"
"BS_1100_112000202","서부운수기점","37.581630000","126.910260000"
"BS_1100_112000216","중소기업은행","37.582240000","126.912900000"
"BS_1100_112000230","봉원사길","37.568350000","126.946020000"
"BS_1100_112000231","봉원사길","37.568260000","126.946210000"
"BS_1100_112000256","서대문문화체육회관","37.580750000","126.934910000"
"BS_1100_112000313","독립문공원","37.576490000","126.955220000"
"BS_1100_112000314","독립문역.서대문형무소역사관","37.576390000","126.955310000"
"BS_1100_112000337","연희초등학교","37.569960000","126.933570000"
"BS_1100_112000352","연희초등학교","37.569490000","126.932870000"
"BS_1100_112000365","충정로역","37.559530000","126.964530000"
"BS_1100_112000392","연세로.문학의거리","37.556430000","126.936980000"
"BS_1100_112000398","무악재역","37.583150000","126.949810000"
"BS_1100_112000399","경찰청.동북아역사재단","37.562480000","126.969220000"
"BS_1100_112000400","무악재역","37.581870000","126.950660000"
"BS_1100_112000401","독립문역.한성과학고","37.575700000","126.956420000"
"BS_1100_112000402","독립문역.한성과학고","37.574690000","126.957580000"
"BS_1100_112000403","서대문역","37.566470000","126.965830000"
"BS_1100_112000404","안산초등학교","37.580690000","126.951570000"
"BS_1100_112000405","산골고개","37.595300000","126.940000000"
"BS_1100_112000406","산골고개","37.594690000","126.940670000"
"BS_1100_112000407","홍제역.서대문세무서","37.588490000","126.944370000"
"BS_1100_112000408","홍제역.서대문세무서","37.587840000","126.945320000"
"BS_1100_112000409","인왕산.홍제원아파트","37.584400000","126.948860000"
"BS_1100_112000410","굴레방다리","37.557510000","126.955390000"
"BS_1100_112000411","홍제역.1번출구","37.589030000","126.944050000"
"BS_1100_112000412","유진상가.인왕시장","37.590790000","126.942190000"
"BS_1100_112000413","홍제역.3번출구","37.588430000","126.944230000"
"BS_1100_112000414","남가좌동현대아파트후문","37.574430000","126.918760000"
"BS_1100_112000415","남가좌동현대아파트후문","37.573980000","126.918980000"
"BS_1100_112000416","홍제삼거리.인왕산한신휴플러스","37.585210000","126.947840000"
"BS_1100_112000417","산골고개","37.594880000","126.940140000"
"BS_1100_112000421","연흥교회","37.572500000","126.921260000"
"BS_1100_112000422","DMC래미안e-편한세상3단지","37.575050000","126.907060000"
"BS_1100_112000424","홍제역4번출구","37.589370000","126.943080000"
"BS_1100_112000425","남가좌동새마을금고","37.574430000","126.917300000"
"BS_1100_112000426","DMC래미안e-편한세상3단지","37.575170000","126.906760000"
"BS_1100_112000427","국립대한민국임시정부기념관","37.575550000","126.953050000"
"BS_1100_112000428","독립문파크빌","37.574580000","126.951860000"
"BS_1100_112000429","충정로역","37.560020000","126.962700000"
"BS_1100_112000430","충정로역","37.561060000","126.963490000"
"BS_1100_112000431","두산아파트","37.578690000","126.931910000"
"BS_1100_112000432","DMC.파크뷰자이","37.573680000","126.916450000"
"BS_1100_112000433","신촌아트레온","37.556510000","126.940790000"
"BS_1100_112000437","아현가구단지","37.558660000","126.960890000"
"BS_1100_112000439","DMC쌍용.래미안루센티아","37.575590000","126.918960000"
"BS_1100_112900001","명진아트빌라","37.582810000","126.943680000"
"BS_1100_112900002","삼성빌라","37.595690000","126.933680000"
"BS_1100_112900003","뜨란채아파트101동","37.565840000","126.958770000"
"BS_1100_112900004","궁동근린공원입구","37.569580000","126.924200000"
"BS_1100_112900005","두산아파트","37.559120000","126.949260000"
"BS_1100_112900007","풍진베이스타운.안산자락길입구","37.582420000","126.943100000"
"BS_1100_112900008","팔각정","37.583310000","126.930340000"
"BS_1100_112900009","사천교","37.568320000","126.918540000"
"BS_1100_112900010","극동아파트119동","37.572970000","126.954750000"
"BS_1100_112900011","종근당후문","37.559470000","126.963740000"
"BS_1100_112900012","버드나무가게","37.590990000","126.952750000"
"BS_1100_112900013","서대문문화체육회관","37.581260000","126.932210000"
"BS_1100_112900014","이진아기념도서관","37.572710000","126.956590000"
"BS_1100_112900015","하나은행연희동지점","37.566990000","126.931250000"
"BS_1100_112900016","금강빌라.인왕중학교","37.591740000","126.951920000"
"BS_1100_112900017","서대문등기소","37.580320000","126.933500000"
"BS_1100_112900018","삼성그린빌","37.586900000","126.932550000"
"BS_1100_112900019","3호선독립문역","37.572460000","126.958450000"
"BS_1100_112900020","연희브라운스톤","37.565710000","126.930230000"
"BS_1100_112900021","오동나무","37.593010000","126.950740000"
"BS_1100_112900022","홍은2동주민센터","37.580910000","126.934720000"
"BS_1100_112900023","동원빌라","37.587160000","126.933300000"
"BS_1100_112900024","동성교회","37.594140000","126.949470000"
"BS_1100_112900025","동신병원사거리","37.581570000","126.935600000"
"BS_1100_112900026","싸이버아파트","37.587220000","126.934040000"
"BS_1100_112900027","미성아파트","37.593650000","126.934680000"
"BS_1100_112900028","문화공원입구","37.594290000","126.948500000"
"BS_1100_112900029","명진아트빌라","37.582910000","126.943550000"
"BS_1100_112900030","정원여중입구","37.586560000","126.934640000"
"BS_1100_112900031","홍은중학교","37.592670000","126.934700000"
"BS_1100_112900032","영천시장입구","37.568450000","126.961880000"
"BS_1100_112900034","고은초교삼거리","37.584260000","126.943680000"
"BS_1100_112900035","차고앞","37.591570000","126.935130000"
"BS_1100_112900036","동명여중","37.567950000","126.962940000"
"BS_1100_112900037","서대문로터리","37.565240000","126.966990000"
"BS_1100_112900038","벽산아파트정문","37.594650000","126.946010000"
"BS_1100_112900039","삼거리","37.590000000","126.935430000"
"BS_1100_112900040","경기대후문","37.564010000","126.961670000"
"BS_1100_112900041","CGV신촌아트레온","37.555790000","126.938550000"
"BS_1100_112900042","간호대입구올해피장애인복지센터","37.595930000","126.949130000"
"BS_1100_112900043","홍은성당","37.596020000","126.946410000"
"BS_1100_112900044","모래내시장","37.569090000","126.915620000"
"BS_1100_112900045","스위스그랜드호텔.현대아파트","37.589330000","126.936380000"
"BS_1100_112900046","광산사우나","37.565610000","126.964580000"
"BS_1100_112900047","인창중고","37.564520000","126.963760000"
"BS_1100_112900049","벽산아파트후문","37.596290000","126.945980000"
"BS_1100_112900050","사천교","37.568060000","126.918060000"
"BS_1100_112900051","문화촌현대아파트입구","37.592600000","126.947140000"
"BS_1100_112900052","홍은유원아파트","37.596960000","126.945050000"
"BS_1100_112900053","인창중고","37.564210000","126.963640000"
"BS_1100_112900054","서대문전철역","37.565280000","126.966000000"
"BS_1100_112900056","웨딩타운","37.557270000","126.951530000"
"BS_1100_112900057","팔각정","37.595280000","126.943240000"
"BS_1100_112900059","경기대사회교육원","37.563070000","126.962220000"
"BS_1100_112900060","풍림1차아파트","37.594350000","126.942090000"
"BS_1100_112900061","광염교회","37.562150000","126.961870000"
"BS_1100_112900062","한우리독서운동본부","37.561240000","126.961900000"
"BS_1100_112900063","영천시장입구","37.569280000","126.963030000"
"BS_1100_112900064","사러가쇼핑","37.567290000","126.930480000"
"BS_1100_112900065","사러가쇼핑","37.567070000","126.930320000"
"BS_1100_112900066","홍은초등학교.간호대입구","37.596400000","126.948910000"
"BS_1100_112900067","산골고개","37.595110000","126.940480000"
"BS_1100_112900069","충정로2호선전철역","37.559840000","126.962330000"
"BS_1100_112900071","문화공원입구","37.594480000","126.948550000"
"BS_1100_112900072","인왕초등학교","37.589250000","126.945500000"
"BS_1100_112900073","간호대정문","37.596980000","126.947330000"
"BS_1100_112900074","스위스그랜드호텔앞","37.588980000","126.936370000"
"BS_1100_112900075","충정로역5호선","37.560910000","126.963070000"
"BS_1100_112900076","현대그린마트","37.571260000","126.960930000"
"BS_1100_112900078","한성고교","37.559450000","126.956500000"
"BS_1100_112900079","중앙여고","37.561870000","126.954860000"
"BS_1100_112900080","동성교회","37.594180000","126.949600000"
"BS_1100_112900081","구룡약국","37.591090000","126.946710000"
"BS_1100_112900082","호박골다리","37.598150000","126.946710000"
"BS_1100_112900083","정원여중입구","37.586440000","126.934580000"
"BS_1100_112900084","삼거리","37.590020000","126.935290000"
"BS_1100_112900086","오동나무앞","37.593090000","126.950820000"
"BS_1100_112900087","문화촌현대아파트","37.592280000","126.947220000"
"BS_1100_112900088","서대문등기소","37.580210000","126.933400000"
"BS_1100_112900089","포방시장","37.599470000","126.948390000"
"BS_1100_112900090","싸이버아파트","37.587120000","126.934000000"
"BS_1100_112900091","차고앞","37.591730000","126.934890000"
"BS_1100_112900092","미동초교","37.564270000","126.964950000"
"BS_1100_112900093","중앙여고","37.562220000","126.955550000"
"BS_1100_112900095","금강빌라.인왕중학교","37.591820000","126.951990000"
"BS_1100_112900096","홍은사회복지관별관","37.594130000","126.947880000"
"BS_1100_112900097","성원아파트","37.584230000","126.942790000"
"BS_1100_112900098","서대문문화체육회관","37.581230000","126.932000000"
"BS_1100_112900099","포방공영주차장","37.600890000","126.948940000"
"BS_1100_112900100","동원빌라","37.587050000","126.933300000"
"BS_1100_112900101","홍은중학교","37.592340000","126.934600000"
"BS_1100_112900102","경기대후문","37.563910000","126.961450000"
"BS_1100_112900103","새마을금고","37.563120000","126.954870000"
"BS_1100_112900104","신촌푸르지오1단지후문.힐스테이트신촌","37.560500000","126.951210000"
"BS_1100_112900105","버드나무가게","37.591040000","126.952880000"
"BS_1100_112900106","문화촌주유소","37.595250000","126.948510000"
"BS_1100_112900107","고은초교삼거리","37.584310000","126.943850000"
"BS_1100_112900108","팔각정","37.583300000","126.930170000"
"BS_1100_112900109","삼성그린빌","37.586970000","126.932680000"
"BS_1100_112900110","미성아파트","37.593290000","126.934460000"
"BS_1100_112900111","추계초등학교","37.563590000","126.954190000"
"BS_1100_112900112","초원약국","37.559770000","126.950030000"
"BS_1100_112900113","홍은동국민주택","37.605200000","126.949910000"
"BS_1100_112900114","홍은초등학교","37.596890000","126.950320000"
"BS_1100_112900115","풍림.극동아파트","37.603610000","126.949380000"
"BS_1100_112900116","홍은동국민주택","37.605320000","126.949730000"
"BS_1100_112900118","민속식당","37.567960000","126.929620000"
"BS_1100_112900119","이진아기념도서관","37.572640000","126.956480000"
"BS_1100_112900120","유진상가","37.591660000","126.942680000"
"BS_1100_112900121","아현전철역","37.557490000","126.957720000"
"BS_1100_112900122","서연중학교","37.569140000","126.928590000"
"BS_1100_112900123","3호선독립문역","37.572400000","126.958380000"
"BS_1100_112900124","평화교회","37.569500000","126.926000000"
"BS_1100_112900125","신촌아트레온","37.556490000","126.940730000"
"BS_1100_112900126","북아현동주민센터","37.559830000","126.956720000"
"BS_1100_112900127","삼호아파트.천연동사무소","37.570790000","126.959390000"
"BS_1100_112900128","홍은초등학교.간호대입구","37.596790000","126.948370000"
"BS_1100_112900129","하나로마트.동신병원","37.580040000","126.935470000"
"BS_1100_112900130","영천시장입구","37.568950000","126.961440000"
"BS_1100_112900131","간호대정문","37.597130000","126.947430000"
"BS_1100_112900132","중앙여고","37.562080000","126.954740000"
"BS_1100_112900133","중앙여고","37.562450000","126.955620000"
"BS_1100_112900134","홍은2동어린이집앞","37.579550000","126.934170000"
"BS_1100_112900135","감리신학대학교","37.567920000","126.962570000"
"BS_1100_112900137","추계초등학교","37.563700000","126.954260000"
"BS_1100_112900138","두산아파트","37.578720000","126.932040000"
"BS_1100_112900139","포방시장","37.599350000","126.948560000"
"BS_1100_112900141","홍은2동주민센터","37.580410000","126.934450000"
"BS_1100_112900142","광산사우나","37.565610000","126.964430000"
"BS_1100_112900143","포방공영주차장","37.600860000","126.949160000"
"BS_1100_112900144","힐스테이트신촌.신촌푸르지오1단지후문","37.560610000","126.951200000"
"BS_1100_112900145","호박골다리","37.597670000","126.946670000"
"BS_1100_112900146","초원약국","37.559810000","126.949870000"
"BS_1100_112900147","풍림.극동아파트","37.603480000","126.949510000"
"BS_1100_112900148","홍제2동주민센터","37.586190000","126.949650000"
"BS_1100_112900149","삼호아파트.천연동사무소","37.570480000","126.960110000"
"BS_1100_112900151","인왕산현대아파트입구","37.585180000","126.948750000"
"BS_1100_112900152","능안로입구","37.558180000","126.956450000"
"BS_1100_112900153","유진상가","37.590600000","126.941860000"
"BS_1100_112900154","인왕산현대아파트101동","37.586120000","126.950440000"
"BS_1100_112900155","홍은2동주민센터","37.580200000","126.934160000"
"BS_1100_112900156","뜨란채아파트101동","37.565790000","126.958630000"
"BS_1100_112900157","뜨란채아파트101동","37.565850000","126.958570000"
"BS_1100_112900158","옥천교앞","37.596300000","126.954200000"
"BS_1100_112900159","창덕에버빌","37.568990000","126.916970000"
"BS_1100_112900160","영천동","37.570130000","126.960510000"
"BS_1100_112900161","영천동","37.570060000","126.960380000"
"BS_1100_112900162","미동초등학교","37.564400000","126.965150000"
"BS_1100_112900163","서대문사거리","37.566700000","126.965460000"
"BS_1100_112900164","종근당","37.559830000","126.962920000"
"BS_1100_112900165","인창중고","37.564660000","126.964170000"
"BS_1100_112900166","미동초등학교","37.563090000","126.965010000"
"BS_1100_112900167","인창중고","37.564710000","126.964020000"
"BS_1100_112900168","산경아파트","37.568390000","126.959730000"
"BS_1100_112900169","천연동마을금고","37.568440000","126.961450000"
"BS_1100_112900170","뜨란채아파트.노인복지관","37.568070000","126.959020000"
"BS_1100_112900172","육교앞","37.567940000","126.964300000"
"BS_1100_112900173","서대문성당","37.567270000","126.964040000"
"BS_1100_112900174","극동아파트입구","37.571920000","126.958530000"
"BS_1100_112900175","서대문센트레빌","37.567170000","126.963940000"
"BS_1100_112900176","독립문","37.571480000","126.959370000"
"BS_1100_112900177","경남아파트.북아현119안전센터","37.560410000","126.956080000"
"BS_1100_112900178","능안로입구","37.557790000","126.956180000"
"BS_1100_112900179","경남아파트.북아현119안전센터","37.560780000","126.956040000"
"BS_1100_112900180","북아현삼거리","37.564810000","126.952970000"
"BS_1100_112900181","금화장오거리","37.564360000","126.959290000"
"BS_1100_112900182","금화장오거리","37.564490000","126.959340000"
"BS_1100_112900183","이대농협","37.556820000","126.944050000"
"BS_1100_112900184","신촌자이엘라","37.556870000","126.942710000"
"BS_1100_112900185","이대입구","37.556900000","126.945290000"
"BS_1100_112900186","신촌기차역","37.558630000","126.942560000"
"BS_1100_112900187","이대전철역","37.556970000","126.946820000"
"BS_1100_112900188","연대앞.세브란스병원","37.560350000","126.935430000"
"BS_1100_112900189","궁동근린공원회관","37.570940000","126.925370000"
"BS_1100_112900190","서대문지역자활센터","37.572120000","126.926280000"
"BS_1100_112900193","연희브라운스톤","37.566050000","126.930130000"
"BS_1100_112900194","행복하우스","37.573290000","126.928400000"
"BS_1100_112900196","연희성당","37.563050000","126.931100000"
"BS_1100_112900197","국민은행","37.567760000","126.931830000"
"BS_1100_112900199","가산빌라","37.584880000","126.936070000"
"BS_1100_112900200","스위스그랜드호텔","37.587770000","126.936440000"
"BS_1100_112900201","남양아파트","37.589120000","126.938340000"
"BS_1100_112900202","송죽원","37.583840000","126.938700000"
"BS_1100_112900203","평화슈퍼","37.586270000","126.935710000"
"BS_1100_112900204","홍제우체국","37.586710000","126.946180000"
"BS_1100_112900205","개미마을","37.589800000","126.953910000"
"BS_1100_112900206","개미마을","37.589740000","126.953640000"
"BS_1100_112900207","삼거리연탄가게","37.590490000","126.953380000"
"BS_1100_112900208","유진상가다리앞","37.591920000","126.944680000"
"BS_1100_112900209","우리은행홍제동지점","37.591780000","126.945180000"
"BS_1100_112900210","삼거리연탄.약수터입구","37.590470000","126.953270000"
"BS_1100_112900211","홍지문35통","37.596730000","126.956390000"
"BS_1100_112900212","인왕산현대아파트117동","37.586270000","126.951150000"
"BS_1100_112900213","인왕산현대아파트117동","37.586420000","126.951020000"
"BS_1100_112900214","인왕산현대아파트입구","37.585450000","126.947970000"
"BS_1100_112900215","반석블레스아파트","37.595170000","126.941010000"
"BS_1100_112900216","홍은사거리","37.592100000","126.941330000"
"BS_1100_112900217","홍은동국민주택","37.605650000","126.949970000"
"BS_1100_112900218","백련사","37.584840000","126.928530000"
"BS_1100_112900219","소공원","37.586340000","126.932520000"
